,review1,review2,review3,id,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,number_of_reviews_ltm,instant_bookable,host_days,response_score,neighbourhood_farnorth,neighbourhood_farsouth,neighbourhood_farsouthwest,neighbourhood_north,neighbourhood_northwest,neighbourhood_south,neighbourhood_southwest,neighbourhood_west,dist,property_group_0,property_group_1,property_group_2,property_group_3,property_group_4,room_type_entire_home/apt,room_type_hotel_room,room_type_private_room,room_type_shared_room,crowdedness,crowdedness_diff,crowdedness_ratio,crowdedness_adj_ratio,long_term_stays_allowed,gym,patio_or_balcony,paid_parking_off_premises,coffee_maker,first_aid_kit,fire_extinguisher,private_entrance,bbq_grill,lockbox,indoor_fireplace,hangers,elevator,dishwasher,laundromat_nearby,heating,bathtub,air_conditioning,hot_water,hair_dryer,free_street_parking,oven,shower_gel,free_parking_on_premises,lock_on_bedroom_door,dryer,keypad,washer,outdoor_furniture,room-darkening_shades,baking_sheet,wine_glasses,tv,bathrooms_privacy,bathrooms
4122,0.1809412319397602,-0.4674037663412184,0.3175098246004674,43367495,0.99,0,1,3,1.1680440771349863,89.0,1,1125,1,66,45,45,0,1419,1,0,0,0,1,0,0,0,0,0.06387657792273775,0,1,0,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1.0
762,0.17775800422069954,0.26683465665211425,0.21064827152250046,12782772,1.0,0,1,2,2.0,48.0,10,1125,1,0,5,0,0,3088,0,1,0,0,0,0,0,0,0,0.11494425006549601,0,0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5110,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,48867132,0.58,0,1,2,1.0,50.0,32,1125,1,90,1,1,0,461,1,0,0,0,0,0,0,0,1,0.06573627125961923,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1.0
3890,-0.834312712303279,-0.10897366941931859,0.1840078431255222,41927482,1.0,1,1,6,3.0,211.0,2,1125,1,7,25,19,0,1560,1,0,0,0,0,0,0,0,1,0.038547191118416285,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2.0
5732,-0.7800835281303773,-0.5582081615769514,-0.6360168432202872,50902195,0.86,0,1,6,2.0,131.0,3,1125,1,74,0,0,0,3174,1,0,0,0,1,0,0,0,0,0.10202387629922362,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1.0
966,-0.335969489633445,-0.5458821583298081,-0.198434478430092,15230450,1.0,1,0,4,2.0,350.0,2,1125,1,90,56,19,1,1909,1,0,0,0,1,0,0,0,0,0.07704576198026152,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
3314,-1.1805849386132676,-0.25144359295671453,0.1964218767172316,38382318,0.93,1,0,5,2.0,169.0,2,180,1,0,84,40,0,938,0,0,0,0,0,0,0,0,0,0.016217253007828277,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
3441,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,39127447,0.52,1,1,1,1.0,100.0,31,1125,1,90,3,0,0,3342,1,0,0,0,1,0,0,0,0,0.06822154099051067,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
682,-1.3302593410091472,-0.20961242234656177,0.1567527585420658,11457931,1.0,1,1,6,3.0,251.0,2,1125,1,75,134,25,1,2149,1,0,0,0,1,0,0,0,0,0.07055007582645682,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4959,-0.19554874846837833,-0.9991005627693287,-1.413504321707648,48245306,1.0,0,1,4,1.0,268.0,1,7,1,0,0,0,1,2412,0,0,0,0,0,0,0,0,0,0.015304212201877665,0,0,1,0,0,1,0,0,0,1,3.0,4.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
2546,-0.7991039385465053,0.038872345549357444,0.039547404337999054,31490616,0.96,1,0,6,3.0,115.0,1,365,1,68,97,26,1,1072,1,0,0,0,0,0,1,0,0,0.1026253146895049,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1.0
991,-0.4868287857932051,1.289516661742227,-0.5357848590384147,15534374,1.0,0,1,8,5.0,125.0,3,1125,1,0,3,3,0,2747,0,0,0,0,0,0,0,0,1,0.1438815677392937,0,1,0,0,0,1,0,0,0,1,3.0,1.6,0.6,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1.5
914,-1.1941087479975923,-0.24814786019579546,0.07472565008532676,14711066,1.0,1,0,3,1.0,101.0,1,1125,1,59,543,73,1,2192,1,0,0,0,0,0,0,0,0,0.009414217711522298,0,0,1,0,0,0,0,1,0,1,2.0,3.0,2.0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1.0
5422,0.42227998341863016,1.0410696609549392,-0.42405930301566186,49952096,1.0,0,1,2,1.0,37.0,2,1125,1,78,11,11,1,211,0,0,0,0,0,0,1,0,0,0.04455304944804466,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2.0
5623,0.8714809410845599,0.28293022010205,-1.1439375650403425,50472110,1.0,0,1,4,1.0,109.0,1,365,1,0,0,0,1,186,0,0,0,0,0,0,0,0,0,0.017827918305838394,0,0,0,1,0,0,0,1,0,1,3.0,4.0,3.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
185,-1.3735024198112018,0.004629780394987455,0.10315487696228362,3068787,0.81,0,1,4,2.0,150.0,3,1125,1,83,101,6,0,3065,1,0,0,0,1,0,0,0,0,0.09357102273203226,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,2.0
922,-0.12380226961691779,0.38892959019992557,-0.1687739061272346,14820957,0.7,1,1,1,1.0,46.0,1,90,1,90,16,6,0,2370,1,0,0,0,0,1,0,0,0,0.13345648695330437,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.5
5704,-0.4761123721223512,0.8449785077678335,-0.8206041753447123,50825751,0.99,0,1,2,1.0,76.0,1,5,1,90,5,5,0,257,1,0,0,0,0,0,0,0,1,0.08453978035883272,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
4170,-0.027224153623754445,-0.8069575242211833,-0.09871415538286964,43651253,1.0,0,0,6,3.0,250.0,7,1125,1,0,0,0,1,2608,0,1,0,0,0,0,0,0,0,0.12218076712445082,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.5
3556,-0.6161855439517219,-0.1061149753792317,0.4626543728976429,39791476,0.35,0,0,1,1.0,80.0,32,1125,1,90,1,0,0,2218,1,1,0,0,0,0,0,0,0,0.16766657915970884,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0
6237,4.1033137851759856,-2.8734155772738466,-1.657752568777682,52930258,0.98,0,1,2,1.0,131.0,32,1125,1,57,0,0,1,1828,1,0,0,0,1,0,0,0,0,0.06317190032854189,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1619,-1.3858604993875134,0.2763507734723837,0.03902339150491583,22224648,0.96,1,1,3,1.0,50.0,2,5,1,0,39,14,1,3520,0,0,0,0,0,1,0,0,0,0.10278121252018214,0,0,1,0,0,1,0,0,0,1,2.0,3.0,2.0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1.0
1830,-1.1607508709882703,0.16297812816349863,0.06868010692091879,24626961,0.81,1,1,8,4.0,933.0,1,365,1,80,43,13,0,2442,1,0,0,0,0,0,0,0,1,0.02684729511737859,0,1,0,0,0,1,0,0,0,1,4.0,2.0,1.0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,3.5
2484,-1.0675849306650513,-0.14909535900943963,0.2672294406590978,30771810,0.39,1,1,4,3.0,138.0,3,1125,1,56,167,55,0,1970,1,0,0,0,1,0,0,0,0,0.07797184373297787,0,1,0,0,0,1,0,0,0,1,1.0,1.3333333333333333,0.3333333333333333,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
3148,-0.57442101661884,-0.29943379503667483,0.44105841617968566,37109075,0.99,0,1,6,2.0,352.0,2,1125,1,43,198,115,1,2864,1,0,0,0,0,0,0,0,0,0.010225406354763789,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2.0
740,-1.271355178533374,-0.12057006127391487,0.11644551430272557,12448898,0.35,0,0,3,1.1680440771349863,120.0,31,1123,1,90,0,0,0,2218,1,0,0,0,0,0,0,0,0,0.008982436146160759,0,1,0,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5750,-1.4860886143816643,-0.1360679674348204,0.1681466720986567,50990090,1.0,1,1,4,1.0,74.0,1,31,1,68,18,18,1,2486,0,1,0,0,0,0,0,0,0,0.12948431642140534,0,1,0,0,0,0,0,1,0,1,3.0,4.0,3.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1.0
971,-0.3228326897209646,-0.17303567428742414,-0.24146840943214037,15322642,0.99,0,1,2,1.031413612565445,101.0,1,60,1,77,211,34,0,3615,1,0,0,0,0,0,0,0,0,0.015687537191031966,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2564,-0.6870569521266354,0.31316517402801713,-0.10331959911975193,31741615,0.98,1,0,2,1.0,31.0,1,1125,1,81,36,14,0,1362,1,0,0,0,0,1,0,0,0,0.11549843073877117,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1.0
4915,0.8200718670240006,-0.3656113811023251,-0.40139159449191647,48135119,0.83,0,1,4,2.0,249.0,2,1125,1,80,17,17,0,960,1,0,0,0,1,0,0,0,0,0.061880870833558484,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
3962,-0.22076224238811396,0.1986934720176108,-0.49238354686676955,42325585,1.0,0,1,2,1.0,37.0,1,1125,1,0,15,0,1,671,0,0,0,0,0,0,1,0,0,0.09995068683666614,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
1116,-1.360734469084094,0.05070623583560458,0.04626161022899595,17329552,1.0,1,1,5,2.0,96.0,29,30,1,73,22,2,0,1923,1,1,0,0,0,0,0,0,0,0.11233632715697739,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2.0
156,-0.8663534769169398,-0.06712483223090876,0.06802486983705933,2512850,1.0,1,1,2,1.0,57.0,2,1125,1,67,329,38,0,2993,0,1,0,0,0,0,0,0,0,0.1010393422737838,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1.5
2467,-1.1912353293002071,0.0016914348686432909,0.021858474899148744,30539151,1.0,1,1,4,1.0,89.0,3,1125,1,50,128,36,0,1151,1,0,0,0,0,0,0,0,1,0.03587686674056158,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
3860,0.7750205502684961,0.7061227747359575,0.23074694985699779,41812235,0.86,0,1,4,2.0,130.0,3,1125,1,67,43,31,0,694,1,0,0,0,0,0,1,0,0,0.06663885088384895,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1.0
831,-0.12025017564555114,-0.20185603357955914,0.20217766270462478,13715617,1.0,0,1,2,1.0,73.0,3,14,1,89,120,0,1,2086,0,0,0,0,1,0,0,0,0,0.07173324902106586,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0
835,0.054331433498127676,0.08637970743857572,0.03246778477922159,13768369,1.0,0,0,4,1.6688679245283018,182.0,2,1125,1,89,37,9,0,2252,0,0,0,0,1,0,0,0,0,0.09669879469320236,0,1,0,0,0,1,0,0,0,1,2.3311320754716984,2.3968343697003958,1.396834369700396,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2825,-1.02068933128284,-0.09817751928655298,0.02626953366962178,34601264,0.94,1,1,5,3.0,93.0,3,30,1,22,83,26,0,2180,1,0,0,0,1,0,0,0,0,0.08274849054283948,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1.0
502,-0.5154691652521637,0.2150550685749403,-0.09145493000601504,7825273,0.13,0,1,2,1.0,56.0,5,1125,1,73,80,0,0,2329,1,0,0,0,0,1,0,0,0,0.12838469123348592,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1.0
6098,0.10996606640870307,0.6310144155412483,0.2481154136052963,52494434,1.0,1,0,10,4.0,600.0,2,15,1,83,0,0,1,338,1,0,0,0,1,0,0,0,0,0.07009972655523339,0,1,0,0,0,1,0,0,0,1,6.0,2.5,1.5,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,2.5
989,-0.7569365618095861,0.4145758889730593,-0.05320421218372528,15500209,1.0,1,1,4,3.0,257.0,1,16,1,0,79,0,0,2064,0,0,0,0,0,1,0,0,0,0.11164659062917726,0,0,1,0,0,1,0,0,0,1,1.0,1.3333333333333333,0.3333333333333333,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0
3937,-0.11235110084948595,0.6337528661835106,-1.2807464577374557,42144809,0.0,0,0,4,2.0,150.0,2,3,1,88,0,0,0,689,0,0,0,0,0,0,0,0,0,0.024064462078343632,0,0,1,0,0,1,0,0,0,1,2.0,2.0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
923,-1.3088952049948188,0.05736749867112526,0.14295997193397994,14840423,1.0,1,1,2,1.0,86.0,2,1125,1,47,63,37,1,2032,1,1,0,0,0,0,0,0,0,0.14506262098527462,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1.0
2044,-0.6578296212200164,-0.16010990807233344,0.047750466755035345,26713916,1.0,1,1,10,3.0,299.0,2,1124,1,57,129,19,1,2314,1,0,0,0,0,0,0,0,0,0.030498935048947528,0,1,0,0,0,1,0,0,0,1,7.0,3.3333333333333335,2.3333333333333335,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,2.5
1980,0.23530345374609396,-0.5599555024605116,-0.20473875948607054,25983351,0.94,0,1,4,2.0,75.0,1,1125,1,78,129,11,0,2249,1,0,0,0,0,0,1,0,0,0.09735181957786085,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
249,-0.5712000368383395,-0.3794536037197787,-0.33878356657013625,4227003,1.0,0,1,3,1.0,139.0,3,180,1,81,16,15,1,2637,0,0,0,0,0,0,0,0,0,0.008213907177466506,0,0,1,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.0
3911,-0.9666097866483827,-0.5516995597982703,-0.5859666012915923,42035664,0.98,0,1,2,1.031413612565445,136.0,30,1125,1,49,1,1,1,1828,1,0,0,0,0,0,0,0,0,0.006321261829727103,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5152,-1.100811488894843,0.4655692274928643,-0.09390202982668512,48983189,1.0,1,1,6,2.0,155.0,2,365,1,74,44,44,1,443,1,0,0,0,0,0,0,0,0,0.027031019646327974,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2.0
2683,-0.6961121132575661,-0.1760249430232422,-0.05644040444210396,33163191,1.0,1,1,2,1.031413612565445,98.0,1,1125,1,67,205,63,1,2414,1,0,0,0,1,0,0,0,0,0.08225613479321509,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1.0
1346,-1.1307785812474764,-0.11112307222600362,-0.08073094541521665,19985841,1.0,1,1,8,2.0,500.0,1,90,1,0,57,1,0,2353,0,0,0,0,0,0,0,0,1,0.04526457342248079,0,0,1,0,0,1,0,0,0,1,6.0,4.0,3.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
5963,0.0988088133049735,-0.08317452996547582,0.009104193049264502,51845640,1.0,0,1,3,1.1680440771349863,166.0,32,45,1,90,0,0,1,1834,1,0,0,0,0,0,0,0,0,0.016156058650551978,0,1,0,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
6204,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,52778055,0.92,0,1,4,1.6688679245283018,130.0,32,1125,1,90,1,1,1,1382,1,0,0,0,0,0,0,0,0,0.013176911592623347,0,0,0,1,0,1,0,0,0,1,2.3311320754716984,2.3968343697003958,1.396834369700396,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1.0
3653,-0.7678315759435854,-0.2010730081222273,0.3089279873262593,40530056,1.0,1,1,5,2.0,262.0,1,1125,1,58,79,45,0,752,0,0,0,0,1,0,0,0,0,0.04725141800114664,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,2.0
355,0.5958036016830935,-0.2964627365932914,1.0040674606349331,6153674,0.96,0,1,8,3.0,185.0,2,1125,1,90,26,7,1,3845,1,0,0,0,1,0,0,0,0,0.0785702539076901,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,2.0
744,-1.0617466147704087,-0.08571494543923128,0.20639909693089845,12507128,0.96,1,1,4,2.0,100.0,1,60,1,70,200,42,0,2567,1,1,0,0,0,0,0,0,0,0.11535360446521958,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1.0
844,-0.2742716606288328,0.13564818458619002,-0.12115631927454451,13890897,0.84,0,1,3,1.0,68.0,3,15,1,14,155,11,0,2012,0,0,0,0,0,0,1,0,0,0.054751524975288145,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0
723,1.068630961363653,-0.1150561996880746,-0.5524137298276317,12201564,1.0,0,1,7,5.0,300.0,60,1000,1,90,0,0,0,2623,0,0,0,0,1,0,0,0,0,0.06920648552787262,0,1,0,0,0,1,0,0,0,1,2.0,1.4,0.4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,4.5
1976,-0.4222180278514962,0.38289967304289363,0.008230092007739694,25971516,1.0,0,1,1,1.0,14.0,7,45,1,65,66,9,1,1459,0,0,1,0,0,0,0,0,0,0.16191104965110595,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
2955,1.2341087994489024,-0.8960068293633106,-0.29237017723748043,35604624,0.11,0,1,5,2.0,154.0,2,1125,1,77,7,2,0,921,1,0,0,0,1,0,0,0,0,0.05915607308737779,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,2.0
4340,-0.7720750945069742,-0.48720887237024074,0.34261827357048236,44766677,1.0,0,1,2,1.0,65.0,2,31,1,0,3,1,1,492,0,0,0,0,0,1,0,0,0,0.10932886593721633,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1.0
2214,-0.7520224162496998,-0.8280114581218119,-0.6927929876830007,28285513,1.0,0,1,4,2.0,296.0,3,5,1,90,1,0,1,1208,0,0,0,0,1,0,0,0,0,0.0944901121129554,0,1,0,0,0,0,0,1,0,1,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1.0
5394,1.5390011547155242,0.0015530835735034772,-0.9791865919831875,49862944,0.98,0,1,2,1.0,33.0,2,1125,1,75,17,17,1,222,1,0,0,0,0,0,0,1,0,0.058162320922735974,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,2.0
6225,1.9102360010164465,-0.38950999285557514,2.1280571467295295,52884886,0.85,0,1,4,1.0,80.0,1,1125,1,78,5,5,1,90,1,0,0,0,0,0,0,0,1,0.03711073654560542,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0
3648,-0.6886832191452708,-0.6829729236176766,0.09537422529642116,40466627,0.98,0,1,4,2.0,220.0,30,1125,1,0,2,1,1,1828,1,0,0,0,0,0,0,0,0,0.019791250367779813,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
3870,0.6842465774173742,0.3253565628560138,-0.06280050651110082,41880317,0.92,0,1,6,2.0,146.0,1,1125,1,3,58,34,0,1715,1,0,0,0,0,0,1,0,0,0.08142692821861841,0,0,1,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
